width,height,is_grayscale,color_coverage
./out/kaggle/daisy/7790614422_4557928ab9_n.jpg,320,240,False,32
./out/kaggle/daisy/1344985627_c3115e2d71_n.jpg,320,240,False,24
./out/kaggle/daisy/3506866918_61dd5fc53b_n.jpg,320,213,False,64
./out/kaggle/daisy/4085794721_7cd88e0a6c_m.jpg,180,240,False,24
./out/kaggle/daisy/3025866885_22fb0b61c6_n.jpg,320,213,False,20
./out/kaggle/daisy/3758221664_b19116d61f.jpg,500,334,False,62
./out/kaggle/daisy/34275662120_7757a15d07_n.jpg,240,180,False,13
./out/kaggle/daisy/7358085448_b317d11cd5.jpg,500,331,False,35
./out/kaggle/daisy/10391248763_1d16681106_n.jpg,320,224,False,32
./out/kaggle/daisy/5665838969_fe217988b9_m.jpg,159,240,False,26
./out/kaggle/daisy/19178753159_a471bf4b6b.jpg,500,292,False,58
./out/kaggle/daisy/34733243845_29f1c30634_n.jpg,180,240,False,84
./out/kaggle/daisy/5058708968_8bdcd29e63_n.jpg,320,240,False,9
./out/kaggle/daisy/7191221492_610035de7c_m.jpg,240,240,False,30
./out/kaggle/daisy/34522174462_b7cbee3ecb_n.jpg,240,134,False,13
./out/kaggle/daisy/14221836990_90374e6b34.jpg,500,331,False,33
./out/kaggle/daisy/34508227161_a9ff840f71_n.jpg,240,188,False,0
./out/kaggle/daisy/4694730335_2553e77aa5_z.jpg,640,231,False,12
./out/kaggle/daisy/4669117051_ce61e91b76.jpg,500,333,False,11
./out/kaggle/daisy/5924910021_b6debeb7b5_n.jpg,159,240,False,24
./out/kaggle/daisy/34682895116_88ef018e83_n.jpg,192,240,False,14
./out/kaggle/daisy/2454280137_e1637536ae_n.jpg,320,240,False,18
./out/kaggle/daisy/5896680664_641de2de5a_n.jpg,240,148,False,8
./out/kaggle/daisy/10555826524_423eb8bf71_n.jpg,320,219,False,27
./out/kaggle/daisy/14621687774_ec52811acd_n.jpg,320,278,False,98
./out/kaggle/daisy/4482623536_b9fb5ae41f_n.jpg,320,240,False,90
./out/kaggle/daisy/5896110423_e084b33401_n.jpg,162,240,False,3
./out/kaggle/daisy/2812442552_3eed5fb9f2_m.jpg,240,234,False,72
./out/kaggle/daisy/34500610132_9921740f71_n.jpg,240,125,False,27
./out/kaggle/daisy/9611923744_013b29e4da_n.jpg,320,213,False,11
./out/kaggle/daisy/4598422221_b37313a3e3_n.jpg,320,213,False,16
./out/kaggle/daisy/5435513198_90ce39f1aa_n.jpg,320,242,False,13
./out/kaggle/daisy/34539556222_f7ba32f704_n.jpg,240,159,False,13
./out/kaggle/daisy/6480809573_76a0074b69_n.jpg,320,256,False,42
./out/kaggle/daisy/3939135368_0af5c4982a_n.jpg,320,239,False,54
./out/kaggle/daisy/34696729796_190b1dfdf1_n.jpg,240,159,False,34
./out/kaggle/daisy/16577886423_9b23622f1d_n.jpg,240,192,False,16
./out/kaggle/daisy/8120563761_ed5620664f_m.jpg,215,240,False,58
./out/kaggle/daisy/5809489674_5659b3ae5d_n.jpg,320,213,False,31
./out/kaggle/daisy/8709535323_a6bea3e43f.jpg,500,326,False,56
./out/kaggle/daisy/506018088_4f7a15a7c5_n.jpg,320,257,False,28
./out/kaggle/daisy/3533954656_79156c8473.jpg,500,333,False,11
./out/kaggle/daisy/2539552964_921cf645ba_n.jpg,320,240,False,49
./out/kaggle/daisy/14219214466_3ca6104eae_m.jpg,180,240,False,83
./out/kaggle/daisy/2349640101_212c275aa7.jpg,500,333,False,16
./out/kaggle/daisy/5769217520_c90efc3c93_m.jpg,160,240,False,44
./out/kaggle/daisy/8021540573_c56cf9070d_n.jpg,320,216,False,30
./out/kaggle/daisy/4890424315_6a59696357_n.jpg,320,273,False,66
./out/kaggle/daisy/5739768868_9f982684f9_n.jpg,320,214,False,16
./out/kaggle/daisy/3900172983_9312fdf39c_n.jpg,320,213,False,65
./out/kaggle/daisy/10555815624_dc211569b0.jpg,500,320,False,33
./out/kaggle/daisy/21626652132_97e1318bb8_m.jpg,192,240,False,50
./out/kaggle/daisy/33810542134_a493f19a71_n.jpg,240,180,False,48
./out/kaggle/daisy/34276373070_27ec2d2596_n.jpg,240,180,False,22
./out/kaggle/daisy/5435521200_92029bbe2b_n.jpg,320,250,False,25
./out/kaggle/daisy/7377004908_5bc0cde347_n.jpg,320,256,False,43
./out/kaggle/daisy/676120388_28f03069c3.jpg,500,375,False,87
./out/kaggle/daisy/16819071290_471d99e166_m.jpg,180,240,False,22
./out/kaggle/daisy/3491933306_43cfe2cfbe.jpg,500,333,False,37
./out/kaggle/daisy/29380234244_c50a60374e_n.jpg,240,240,False,83
./out/kaggle/daisy/8489463746_a9839bf7e4.jpg,500,333,False,58
./out/kaggle/daisy/799952628_bf836677fa_n.jpg,320,213,False,28
./out/kaggle/daisy/5794835_d15905c7c8_n.jpg,320,240,False,43
./out/kaggle/daisy/5110105726_53eb7a93be_m.jpg,203,240,False,64
./out/kaggle/daisy/286875003_f7c0e1882d.jpg,500,375,False,83
./out/kaggle/daisy/11124324295_503f3a0804.jpg,500,309,False,9
./out/kaggle/daisy/14333681205_a07c9f1752_m.jpg,187,240,False,30
./out/kaggle/daisy/4117918318_3c8935289b_m.jpg,193,240,False,55
./out/kaggle/daisy/9346508462_f0af3163f4.jpg,500,333,False,48
./out/kaggle/daisy/34530932101_957fab3650_n.jpg,240,155,False,19
./out/kaggle/daisy/2476937534_21b285aa46_n.jpg,320,246,False,44
./out/kaggle/daisy/33884228533_91b75ff4d4_n.jpg,240,159,False,26
./out/kaggle/daisy/5796562389_ae43c83317_m.jpg,170,240,False,2
./out/kaggle/daisy/12348343085_d4c396e5b5_m.jpg,240,221,False,80
./out/kaggle/daisy/2599662355_7782218c83.jpg,500,332,False,89
./out/kaggle/daisy/5435522104_1d6a61b431_n.jpg,320,240,False,25
./out/kaggle/daisy/2331133004_582772d58f_m.jpg,179,240,False,26
./out/kaggle/daisy/9286947622_4822f4fc21.jpg,500,335,False,41
./out/kaggle/daisy/5853276960_d08f90fff6.jpg,500,333,False,54
./out/kaggle/daisy/3326037909_b5ae370722_n.jpg,320,216,False,29
./out/kaggle/daisy/17357636476_1953c07aa4_n.jpg,320,213,False,77
./out/kaggle/daisy/3504430338_77d6a7fab4_n.jpg,320,204,False,40
./out/kaggle/daisy/33858238653_6549e21f53_n.jpg,240,159,False,24
./out/kaggle/daisy/4301689054_20519e5b68.jpg,500,375,False,37
./out/kaggle/daisy/14073784469_ffb12f3387_n.jpg,320,240,False,33
./out/kaggle/daisy/3494265422_9dba8f2191_n.jpg,320,240,False,21
./out/kaggle/daisy/175106495_53ebdef092_n.jpg,320,240,False,34
./out/kaggle/daisy/3275951182_d27921af97_n.jpg,320,270,False,78
./out/kaggle/daisy/33839388103_79cb79f7bc_n.jpg,240,169,False,52
./out/kaggle/daisy/2561352120_7961d8263f.jpg,500,333,False,53
./out/kaggle/daisy/1031799732_e7f4008c03.jpg,500,375,False,54
./out/kaggle/daisy/3379332157_04724f6480.jpg,500,327,False,28
./out/kaggle/daisy/10712722853_5632165b04.jpg,500,333,False,16
./out/kaggle/daisy/7288989324_c25d9febbf.jpg,500,332,False,34
./out/kaggle/daisy/4897587985_f9293ea1ed.jpg,500,334,False,37
./out/kaggle/daisy/3957488431_52a447c0e8_m.jpg,240,240,False,18
./out/kaggle/daisy/2838487505_6c3b48efa5_m.jpg,240,240,False,31
./out/kaggle/daisy/3440366251_5b9bdf27c9_m.jpg,230,240,False,32
./out/kaggle/daisy/18400014056_2e4c601ed5.jpg,500,277,False,41
./out/kaggle/daisy/10437929963_bc13eebe0c.jpg,500,320,False,26
./out/kaggle/daisy/9345273630_af3550031d.jpg,500,333,True,13
./out/kaggle/daisy/6208851904_9d916ebb32_n.jpg,320,213,False,23
./out/kaggle/daisy/8405273313_bef13f6c27_n.jpg,240,180,False,54
./out/kaggle/daisy/4561871220_47f420ca59_m.jpg,240,240,False,34
./out/kaggle/daisy/5948835387_5a98d39eff_m.jpg,175,240,False,27
./out/kaggle/daisy/105806915_a9c13e2106_n.jpg,320,213,False,10
./out/kaggle/daisy/5765646947_82e95a9cc9_n.jpg,320,261,False,38
./out/kaggle/daisy/6776075110_1ea7a09dd4_n.jpg,320,213,False,43
./out/kaggle/daisy/15100730728_a450c5f422_n.jpg,140,240,False,38
./out/kaggle/daisy/3337643329_accc9b5426.jpg,500,398,False,60
./out/kaggle/daisy/506348009_9ecff8b6ef.jpg,500,332,False,18
./out/kaggle/daisy/14163875973_467224aaf5_m.jpg,159,240,False,38
./out/kaggle/daisy/12585131704_0f64b17059_m.jpg,207,240,False,33
./out/kaggle/daisy/437859108_173fb33c98.jpg,500,375,False,89
./out/kaggle/daisy/8094774544_35465c1c64.jpg,500,238,False,20
./out/kaggle/daisy/14564545365_1f1d267bf1_n.jpg,320,231,False,53
./out/kaggle/daisy/10437770546_8bb6f7bdd3_m.jpg,240,240,True,47
./out/kaggle/daisy/4432271543_01c56ca3a9.jpg,500,333,False,33
./out/kaggle/daisy/34310869690_56cdc84a17_n.jpg,240,170,False,16
./out/kaggle/daisy/813445367_187ecf080a_n.jpg,320,208,False,6
./out/kaggle/daisy/3764116502_f394428ee0_n.jpg,320,213,False,28
./out/kaggle/daisy/2479956481_8d1a9699be_n.jpg,320,240,False,62
./out/kaggle/daisy/33891703033_822f7810ce_n.jpg,240,165,False,21
./out/kaggle/daisy/34300874850_923cc2881c_n.jpg,240,180,False,11
./out/kaggle/daisy/488202750_c420cbce61.jpg,500,375,False,40
./out/kaggle/daisy/12601254324_3cb62c254a_m.jpg,240,240,False,0
./out/kaggle/daisy/6210664514_f1d211217a.jpg,500,313,False,34
./out/kaggle/daisy/18195689904_46619b7e16_n.jpg,320,213,False,34
./out/kaggle/daisy/9515186037_3be48fe68f.jpg,500,332,False,2
./out/kaggle/daisy/17027891179_3edc08f4f6.jpg,500,333,False,64
./out/kaggle/daisy/2862944799_45bc8e7302.jpg,500,333,False,28
./out/kaggle/daisy/14591326135_930703dbed_m.jpg,239,240,False,35
./out/kaggle/daisy/8696022686_1f8d62c5cb_m.jpg,234,240,False,23
./out/kaggle/daisy/4753134939_8e87649db6.jpg,500,326,False,34
./out/kaggle/daisy/2346726545_2ebce2b2a6.jpg,500,333,False,48
./out/kaggle/daisy/1392131677_116ec04751.jpg,500,375,False,29
./out/kaggle/daisy/1285423653_18926dc2c8_n.jpg,320,240,False,37
./out/kaggle/daisy/302782756_d35cb3e468.jpg,500,375,False,92
./out/kaggle/daisy/20948886919_cac7844f34_n.jpg,320,240,False,33
./out/kaggle/daisy/34540113401_b81594e92a_n.jpg,240,180,False,49
./out/kaggle/daisy/9244082319_b1f7e2d8b0_n.jpg,320,213,False,10
./out/kaggle/daisy/8759177308_951790e00d_m.jpg,240,180,False,28
./out/kaggle/daisy/18622672908_eab6dc9140_n.jpg,320,228,False,39
./out/kaggle/daisy/2713919471_301fcc941f.jpg,500,363,False,25
./out/kaggle/daisy/4563059851_45a9d21a75.jpg,500,338,False,16
./out/kaggle/daisy/5884807222_22f5326ba8_m.jpg,240,224,False,10
./out/kaggle/daisy/5547758_eea9edfd54_n.jpg,320,232,False,32
./out/kaggle/daisy/33872893913_72d64a9b85_n.jpg,240,159,False,8
./out/kaggle/daisy/9595857626_979c45e5bf_n.jpg,320,213,False,27
./out/kaggle/daisy/144099102_bf63a41e4f_n.jpg,320,240,False,22
./out/kaggle/daisy/17249393016_093e915012_n.jpg,320,213,False,47
./out/kaggle/daisy/2619413565_61a6cd3ac9_m.jpg,228,240,False,68
./out/kaggle/daisy/2590291468_2635d3e4e0_n.jpg,320,240,False,28
./out/kaggle/daisy/5722473541_ffac1ae67e_n.jpg,320,240,False,55
./out/kaggle/daisy/4258408909_b7cc92741c_m.jpg,240,240,False,48
./out/kaggle/daisy/2889325612_f2fc403ff0_m.jpg,207,240,False,18
./out/kaggle/daisy/4131565290_0585c4dd5a_n.jpg,320,240,False,68
./out/kaggle/daisy/4757448834_a29a9538c9_n.jpg,320,241,False,25
./out/kaggle/daisy/3711892138_b8c953fdc1_z.jpg,640,255,False,49
./out/kaggle/daisy/2649404904_b7a91991bb_n.jpg,320,254,False,43
./out/kaggle/daisy/14569895116_32f0dcb0f9.jpg,500,333,False,63
./out/kaggle/daisy/16291797949_a1b1b7c2bd_n.jpg,320,213,False,71
./out/kaggle/daisy/5885826924_38fdc6bcaa_n.jpg,320,230,False,39
./out/kaggle/daisy/3468498624_d082f99e98.jpg,500,334,False,11
./out/kaggle/daisy/14707111433_cce08ee007.jpg,500,332,False,22
./out/kaggle/daisy/14866200659_6462c723cb_m.jpg,180,240,False,18
./out/kaggle/daisy/3750771898_cfd50090ba_n.jpg,320,257,False,41
./out/kaggle/daisy/8063844363_db3f4dea85.jpg,500,333,False,39
./out/kaggle/daisy/34613530216_26cf037012_n.jpg,240,159,False,26
./out/kaggle/daisy/1392946544_115acbb2d9.jpg,500,375,False,60
./out/kaggle/daisy/15207766_fc2f1d692c_n.jpg,320,215,False,75
./out/kaggle/daisy/515112668_a49c69455a.jpg,500,387,False,40
./out/kaggle/daisy/413815348_764ae83088.jpg,500,375,False,36
./out/kaggle/daisy/34261196280_aa99186136_n.jpg,240,171,False,20
./out/kaggle/daisy/5714327423_50af0cffe9.jpg,500,333,False,27
./out/kaggle/daisy/158869618_f1a6704236_n.jpg,320,265,False,29
./out/kaggle/daisy/12701063955_4840594ea6_n.jpg,320,240,False,51
./out/kaggle/daisy/3336704121_cfeb67a7d7.jpg,500,333,False,46
./out/kaggle/daisy/34283602490_b61f3da99d_n.jpg,240,145,False,3
./out/kaggle/daisy/10300722094_28fa978807_n.jpg,240,159,False,39
./out/kaggle/daisy/10993818044_4c19b86c82.jpg,500,333,False,15
./out/kaggle/daisy/18474740346_ffdaa18032.jpg,500,331,False,23
./out/kaggle/daisy/5459481183_18d2d49e44_m.jpg,180,240,False,17
./out/kaggle/daisy/3456403987_5bd5fa6ece_n.jpg,320,232,False,15
./out/kaggle/daisy/3356112863_75da8bca2c_m.jpg,235,240,False,36
./out/kaggle/daisy/4141147800_813f660b47.jpg,500,333,False,20
./out/kaggle/daisy/8681746439_d6beeefbf9.jpg,500,332,False,83
./out/kaggle/daisy/33809174824_00ba798039_n.jpg,190,240,False,44
./out/kaggle/daisy/2019064575_7656b9340f_m.jpg,240,230,False,95
./out/kaggle/daisy/34554334542_7d8f68a75c_n.jpg,240,159,False,20
./out/kaggle/daisy/9299302012_958c70564c_n.jpg,320,225,False,27
./out/kaggle/daisy/6978826370_7b9aa7c7d5.jpg,500,333,False,40
./out/kaggle/daisy/14372713423_61e2daae88.jpg,500,333,False,58
./out/kaggle/daisy/33859244503_eeeca6a397_n.jpg,240,160,False,4
./out/kaggle/daisy/2087343668_ef4fb95787_n.jpg,320,240,False,53
./out/kaggle/daisy/4858518329_7563eb0baa_m.jpg,180,240,False,13
./out/kaggle/daisy/102841525_bd6628ae3c.jpg,500,400,False,34
./out/kaggle/daisy/512477177_d9004cbcf1_n.jpg,320,240,False,48
./out/kaggle/daisy/2561371688_c80a4fe957_n.jpg,320,256,False,27
./out/kaggle/daisy/9467543719_c4800becbb_m.jpg,193,240,False,39
./out/kaggle/daisy/11023277956_8980d53169_m.jpg,159,240,False,48
./out/kaggle/daisy/8694909523_3ca25d449d_n.jpg,320,233,False,28
./out/kaggle/daisy/30001711132_eb0fd7b04c_n.jpg,240,240,False,40
./out/kaggle/daisy/305160642_53cde0f44f.jpg,500,375,False,30
./out/kaggle/daisy/3337536080_1db19964fe.jpg,500,333,False,28
./out/kaggle/daisy/34518374242_310e7abd54_n.jpg,240,159,False,4
./out/kaggle/daisy/8708143485_38d084ac8c_n.jpg,320,212,False,10
./out/kaggle/daisy/22244161124_53e457bb66_n.jpg,320,238,False,25
./out/kaggle/daisy/4746633946_23933c0810.jpg,500,322,False,23
./out/kaggle/daisy/2642408410_61545fdc83_n.jpg,320,212,False,50
./out/kaggle/daisy/163978992_8128b49d3e_n.jpg,320,257,False,39
./out/kaggle/daisy/6136947177_47ff445eb4_n.jpg,320,240,False,10
./out/kaggle/daisy/5577555349_2e8490259b.jpg,500,309,False,36
./out/kaggle/daisy/144603918_b9de002f60_m.jpg,212,240,False,20
./out/kaggle/daisy/3717746329_53f515c6a6_m.jpg,180,240,False,73
./out/kaggle/daisy/181007802_7cab5ee78e_n.jpg,320,240,False,44
./out/kaggle/daisy/5905504340_1d60fa9611_n.jpg,240,160,False,51
./out/kaggle/daisy/7702332000_3f21ef4571_n.jpg,320,238,False,51
./out/kaggle/daisy/2045022175_ad087f5f60_n.jpg,320,240,False,50
./out/kaggle/daisy/16020253176_60f2a6a5ca_n.jpg,320,213,False,53
./out/kaggle/daisy/3639009391_0f910681b7.jpg,500,333,False,9
./out/kaggle/daisy/3285641623_da0e47f49a.jpg,500,375,False,61
./out/kaggle/daisy/34701078235_4a770d14a1_n.jpg,240,159,False,12
./out/kaggle/daisy/34658035045_7782e95b50_n.jpg,240,159,False,6
./out/kaggle/daisy/3627678863_557552c879_m.jpg,240,240,False,69
./out/kaggle/daisy/8127252886_96558c23d1.jpg,500,299,False,21
./out/kaggle/daisy/517054463_036db655a1_m.jpg,180,240,False,91
./out/kaggle/daisy/16401288243_36112bd52f_m.jpg,240,240,False,24
./out/kaggle/daisy/34696730126_056ffea63c_n.jpg,159,240,False,52
./out/kaggle/daisy/14554906452_35f066ffe9_n.jpg,320,236,False,49
./out/kaggle/daisy/14087947408_9779257411_n.jpg,320,277,False,37
./out/kaggle/daisy/43474673_7bb4465a86.jpg,500,375,False,67
./out/kaggle/daisy/15813862117_dedcd1c56f_m.jpg,180,240,False,62
./out/kaggle/daisy/9496209717_25a6ebdab6_m.jpg,240,240,False,53
./out/kaggle/daisy/7630511450_02d3292e90.jpg,500,332,False,36
./out/kaggle/daisy/8983779970_9d3a6a3bf2_n.jpg,320,240,False,37
./out/kaggle/daisy/14114116486_0bb6649bc1_m.jpg,159,240,False,14
./out/kaggle/daisy/5973491805_556bba93cc.jpg,500,333,False,35
./out/kaggle/daisy/34517409722_829ec7e152_n.jpg,240,159,False,61
./out/kaggle/daisy/15029936576_8d6f96c72c_n.jpg,320,240,False,51
./out/kaggle/daisy/33806101464_5eca772954_n.jpg,240,159,True,52
./out/kaggle/daisy/8645839873_0151fb92bf_n.jpg,320,240,False,81
./out/kaggle/daisy/34602180741_cf2f671ba5_n.jpg,240,159,False,12
./out/kaggle/daisy/18442919723_d1251d3e14_n.jpg,320,236,False,13
./out/kaggle/daisy/9120905231_329598304e.jpg,500,333,False,63
./out/kaggle/daisy/21652746_cc379e0eea_m.jpg,231,240,False,39
./out/kaggle/daisy/14399435971_ea5868c792.jpg,500,281,False,40
./out/kaggle/daisy/4993492878_11fd4f5d12.jpg,500,321,False,60
./out/kaggle/daisy/2473825306_62fd5f8785_n.jpg,320,240,False,50
./out/kaggle/daisy/17821980772_35164ae1e8_n.jpg,240,166,False,66
./out/kaggle/daisy/34720703615_bdf1335d8b_n.jpg,240,167,False,3
./out/kaggle/daisy/4286053334_a75541f20b_m.jpg,240,240,False,31
./out/kaggle/daisy/6596277835_9f86da54bb.jpg,500,319,False,10
./out/kaggle/daisy/3410906335_37e8a24b1c_n.jpg,320,225,False,96
./out/kaggle/daisy/4955671608_8d3862db05_n.jpg,240,159,False,18
./out/kaggle/daisy/10140303196_b88d3d6cec.jpg,500,313,False,70
./out/kaggle/daisy/8964198962_6d8593b533.jpg,500,333,False,31
./out/kaggle/daisy/14485782498_fb342ec301.jpg,500,334,False,10
./out/kaggle/daisy/294451721_5106537b34.jpg,500,375,False,69
./out/kaggle/daisy/10172379554_b296050f82_n.jpg,320,215,False,42
./out/kaggle/daisy/8718637649_87a0d85190_n.jpg,320,240,False,18
./out/kaggle/daisy/28056118836_77a6847d94_n.jpg,180,240,False,34
./out/kaggle/daisy/3463313493_9497aa47e5_n.jpg,320,240,False,20
./out/kaggle/daisy/5896675418_e6ff20a739_n.jpg,160,240,False,27
./out/kaggle/daisy/4694734757_5c563d38dd_n.jpg,320,213,False,15
./out/kaggle/daisy/34546994701_a000b283f1_n.jpg,240,240,False,29
./out/kaggle/daisy/10770585085_4742b9dac3_n.jpg,320,213,False,31
./out/kaggle/daisy/5773652803_574b51414f_n.jpg,320,246,False,29
./out/kaggle/daisy/4697206799_19dd2a3193_m.jpg,240,235,False,28
./out/kaggle/daisy/450128527_fd35742d44.jpg,500,282,False,49
./out/kaggle/daisy/34696730346_5f0c131e59_n.jpg,240,159,False,36
./out/kaggle/daisy/14716799982_ed6d626a66.jpg,500,281,False,64
./out/kaggle/daisy/4654579740_6671a53627_m.jpg,159,240,False,17
./out/kaggle/daisy/154332674_453cea64f4.jpg,500,442,False,54
./out/kaggle/daisy/9204730092_a7f2182347.jpg,500,332,False,65
./out/kaggle/daisy/4668543441_79040ca329_n.jpg,320,240,False,41
./out/kaggle/daisy/11023272144_fce94401f2_m.jpg,159,240,False,74
./out/kaggle/daisy/34701198765_54aa641d7a_n.jpg,240,160,False,21
./out/kaggle/daisy/5874818796_3efbb8769d.jpg,500,325,False,22
./out/kaggle/daisy/33809956124_b49dcddf8f_n.jpg,202,240,False,5
./out/kaggle/daisy/2635314490_e12d3b0f36_m.jpg,240,240,False,48
./out/kaggle/daisy/34611565966_9de274f987_n.jpg,240,134,False,59
./out/kaggle/daisy/15760811380_4d686c892b_n.jpg,320,213,False,3
./out/kaggle/daisy/34510103621_250ee7ae64_n.jpg,240,159,False,13
